"utc","working_set_bytes","peak_working_set_bytes","private_memory_bytes"
"2026-07-21T07:28:38.7011622Z","300158976","300158976","432070656"
"2026-07-21T07:28:38.8264548Z","300163072","300163072","432070656"
"2026-07-21T07:28:38.9526422Z","300163072","300163072","432070656"
"2026-07-21T07:28:39.0773012Z","300167168","300167168","432070656"
"2026-07-21T07:28:39.2012250Z","300175360","300175360","432070656"
"2026-07-21T07:28:39.3262334Z","300175360","300175360","432070656"
"2026-07-21T07:28:39.4492406Z","300175360","300175360","432070656"
"2026-07-21T07:28:39.5594778Z","300175360","300175360","432070656"
"2026-07-21T07:28:39.6848526Z","300179456","300179456","432070656"
"2026-07-21T07:28:39.7947288Z","300183552","300183552","432070656"
"2026-07-21T07:28:39.9198157Z","300187648","300187648","432070656"
"2026-07-21T07:28:40.0294835Z","300195840","300195840","432070656"
"2026-07-21T07:28:40.1552216Z","300208128","300208128","432070656"
"2026-07-21T07:28:40.2795737Z","300208128","300208128","432070656"
"2026-07-21T07:28:40.4073788Z","300212224","300212224","432070656"
"2026-07-21T07:28:40.5362095Z","300216320","300216320","432070656"
"2026-07-21T07:28:40.6574440Z","300216320","300216320","432070656"
"2026-07-21T07:28:40.7816994Z","300216320","300216320","432070656"
"2026-07-21T07:28:40.9063772Z","300224512","300224512","432070656"
"2026-07-21T07:28:41.0344970Z","300224512","300224512","432070656"
"2026-07-21T07:28:41.1440176Z","300232704","300232704","432070656"
"2026-07-21T07:28:41.2537469Z","300232704","300232704","432070656"
"2026-07-21T07:28:41.3634488Z","300232704","300232704","432070656"
"2026-07-21T07:28:41.4717804Z","300236800","300236800","432070656"
"2026-07-21T07:28:41.5812613Z","300236800","300236800","432070656"
"2026-07-21T07:28:41.6901065Z","300236800","300236800","432070656"
"2026-07-21T07:28:41.8008275Z","300351488","300351488","432238592"
"2026-07-21T07:28:41.9089688Z","300359680","300359680","432238592"
"2026-07-21T07:28:42.0170368Z","300359680","300359680","432238592"
"2026-07-21T07:28:42.1417294Z","300363776","300363776","432238592"
"2026-07-21T07:28:42.2516510Z","300367872","300367872","432238592"
"2026-07-21T07:28:42.3622229Z","300367872","300367872","432238592"
"2026-07-21T07:28:42.4714069Z","300376064","300376064","432238592"
"2026-07-21T07:28:42.5829962Z","300384256","300384256","432238592"
"2026-07-21T07:28:42.6931772Z","300396544","300396544","432238592"
"2026-07-21T07:28:42.8040775Z","300396544","300396544","432238592"
"2026-07-21T07:28:42.9121684Z","300400640","300400640","432238592"
"2026-07-21T07:28:43.0209609Z","300400640","300400640","432238592"
"2026-07-21T07:28:43.1300743Z","300400640","300400640","432238592"
"2026-07-21T07:28:43.2398632Z","300404736","300404736","432238592"
"2026-07-21T07:28:43.3495034Z","300408832","300408832","432238592"
"2026-07-21T07:28:43.4574299Z","300408832","300408832","432238592"
"2026-07-21T07:28:43.5676706Z","300421120","300421120","432238592"
"2026-07-21T07:28:43.6774810Z","300421120","300421120","432238592"
"2026-07-21T07:28:43.7867973Z","300421120","300421120","432238592"
"2026-07-21T07:28:43.8973803Z","300421120","300421120","432238592"
"2026-07-21T07:28:44.0100255Z","300425216","300425216","432238592"
"2026-07-21T07:28:44.1313423Z","300429312","300429312","432238592"
"2026-07-21T07:28:44.2405894Z","300433408","300433408","432238592"
"2026-07-21T07:28:44.3514581Z","300441600","300441600","432238592"
"2026-07-21T07:28:44.4631754Z","300441600","300441600","432238592"
"2026-07-21T07:28:44.5864093Z","300453888","300453888","432238592"
"2026-07-21T07:28:44.6962655Z","300453888","300453888","432238592"
"2026-07-21T07:28:44.8082597Z","300457984","300457984","432238592"
"2026-07-21T07:28:44.9298423Z","300462080","300462080","432238592"
"2026-07-21T07:28:45.0414048Z","300466176","300466176","432238592"
"2026-07-21T07:28:45.1636912Z","300470272","300470272","432238592"
"2026-07-21T07:28:45.2739693Z","300470272","300470272","432238592"
"2026-07-21T07:28:45.3973699Z","300470272","300470272","432238592"
"2026-07-21T07:28:45.5068275Z","300478464","300478464","432238592"
"2026-07-21T07:28:45.6156626Z","300482560","300482560","432238592"
"2026-07-21T07:28:45.7252328Z","300482560","300482560","432238592"
"2026-07-21T07:28:45.8336214Z","300482560","300482560","432238592"
"2026-07-21T07:28:45.9455657Z","300482560","300482560","432238592"
"2026-07-21T07:28:46.0673045Z","300494848","300494848","432238592"
"2026-07-21T07:28:46.1761514Z","300494848","300494848","432238592"
"2026-07-21T07:28:46.2861595Z","300498944","300498944","432238592"
"2026-07-21T07:28:46.3981823Z","300503040","300503040","432238592"
"2026-07-21T07:28:46.5061245Z","300503040","300503040","432238592"
"2026-07-21T07:28:46.6149665Z","300507136","300507136","432238592"
"2026-07-21T07:28:46.7220541Z","300507136","300507136","432238592"
"2026-07-21T07:28:46.8514397Z","300515328","300515328","432238592"
"2026-07-21T07:28:46.9711632Z","300523520","300523520","432238592"
"2026-07-21T07:28:47.0796497Z","300523520","300523520","432238592"
"2026-07-21T07:28:47.1898204Z","300531712","300531712","432238592"
"2026-07-21T07:28:47.3147368Z","300535808","300535808","432238592"
"2026-07-21T07:28:47.4412056Z","300535808","300535808","432238592"
"2026-07-21T07:28:47.5650858Z","300539904","300539904","432238592"
"2026-07-21T07:28:47.6738161Z","300544000","300544000","432238592"
"2026-07-21T07:28:47.7849502Z","300548096","300548096","432238592"
"2026-07-21T07:28:47.8944995Z","300552192","300552192","432238592"
"2026-07-21T07:28:48.0019671Z","300552192","300552192","432238592"
"2026-07-21T07:28:48.1119906Z","300552192","300552192","432238592"
"2026-07-21T07:28:48.2206343Z","300560384","300560384","432238592"
"2026-07-21T07:28:48.3308942Z","300560384","300560384","432238592"
"2026-07-21T07:28:48.4681856Z","300564480","300564480","432238592"
"2026-07-21T07:28:48.5828830Z","300568576","300568576","432238592"
"2026-07-21T07:28:48.6920484Z","300572672","300572672","432238592"
"2026-07-21T07:28:48.8000893Z","300576768","300576768","432238592"
"2026-07-21T07:28:48.9083008Z","300576768","300576768","432238592"
"2026-07-21T07:28:49.0179807Z","300576768","300576768","432238592"
"2026-07-21T07:28:49.1417066Z","300584960","300584960","432238592"
"2026-07-21T07:28:49.2662525Z","300589056","300589056","432238592"
"2026-07-21T07:28:49.3772124Z","300593152","300593152","432238592"
"2026-07-21T07:28:49.5147720Z","300597248","300597248","432238592"
"2026-07-21T07:28:49.6384422Z","300601344","300601344","432238592"
"2026-07-21T07:28:49.7863571Z","300605440","300605440","432238592"
"2026-07-21T07:28:49.8963960Z","300609536","300609536","432238592"
"2026-07-21T07:28:50.0036542Z","300613632","300613632","432238592"
"2026-07-21T07:28:50.1147038Z","300617728","300617728","432238592"
"2026-07-21T07:28:50.2260121Z","300617728","300617728","432238592"
"2026-07-21T07:28:50.3353819Z","300630016","300630016","432238592"
"2026-07-21T07:28:50.4461758Z","300630016","300630016","432238592"
"2026-07-21T07:28:50.5575048Z","300630016","300630016","432238592"
"2026-07-21T07:28:50.6835643Z","300634112","300634112","432238592"
"2026-07-21T07:28:50.8082308Z","300634112","300634112","432238592"
"2026-07-21T07:28:50.9334586Z","300638208","300638208","432238592"
"2026-07-21T07:28:51.0597534Z","300638208","300638208","432238592"
"2026-07-21T07:28:51.1852449Z","300642304","300642304","432238592"
"2026-07-21T07:28:51.3122812Z","300646400","300646400","432238592"
"2026-07-21T07:28:51.4364294Z","300650496","300650496","432238592"
"2026-07-21T07:28:51.5615957Z","300662784","300662784","432238592"
"2026-07-21T07:28:51.6856536Z","300662784","300662784","432238592"
"2026-07-21T07:28:51.8103611Z","300662784","300662784","432238592"
"2026-07-21T07:28:51.9364932Z","300666880","300666880","432238592"
"2026-07-21T07:28:52.0645661Z","300675072","300675072","432238592"
"2026-07-21T07:28:52.1877415Z","300675072","300675072","432238592"
"2026-07-21T07:28:52.2998714Z","300679168","300679168","432238592"
"2026-07-21T07:28:52.4101452Z","300679168","300679168","432238592"
"2026-07-21T07:28:52.5377035Z","300687360","300687360","432238592"
"2026-07-21T07:28:52.6478884Z","300687360","300687360","432238592"
"2026-07-21T07:28:52.7589477Z","300691456","300691456","432238592"
"2026-07-21T07:28:52.8673953Z","300695552","300695552","432238592"
"2026-07-21T07:28:52.9754741Z","300699648","300699648","432238592"
"2026-07-21T07:28:53.0864079Z","300707840","300707840","432238592"
"2026-07-21T07:28:53.1969003Z","300707840","300707840","432238592"
"2026-07-21T07:28:53.3083801Z","300707840","300707840","432238592"
"2026-07-21T07:28:53.4355568Z","300707840","300707840","432238592"
"2026-07-21T07:28:53.5628396Z","300711936","300711936","432238592"
"2026-07-21T07:28:53.6849741Z","300724224","300724224","432238592"
"2026-07-21T07:28:53.7942126Z","300724224","300724224","432238592"
"2026-07-21T07:28:53.9199521Z","300711936","300728320","432197632"
"2026-07-21T07:28:54.0443465Z","300711936","300728320","432197632"
"2026-07-21T07:28:54.1674547Z","300711936","300728320","432197632"
"2026-07-21T07:28:54.2753098Z","300720128","300728320","432197632"
"2026-07-21T07:28:54.3828623Z","300720128","300728320","432197632"
"2026-07-21T07:28:54.4925717Z","300720128","300728320","432197632"
"2026-07-21T07:28:54.6029441Z","300724224","300728320","432197632"
"2026-07-21T07:28:54.7130842Z","300728320","300728320","432197632"
"2026-07-21T07:28:54.8212377Z","300728320","300728320","432197632"
"2026-07-21T07:28:54.9296023Z","300732416","300732416","432197632"
"2026-07-21T07:28:55.0380939Z","300732416","300732416","432197632"
"2026-07-21T07:28:55.1486523Z","300736512","300736512","432197632"
"2026-07-21T07:28:55.2573372Z","300736512","300736512","432197632"
"2026-07-21T07:28:55.3674195Z","300736512","300736512","432197632"
"2026-07-21T07:28:55.4749147Z","300748800","300748800","432197632"
"2026-07-21T07:28:55.5844814Z","300756992","300756992","432197632"
"2026-07-21T07:28:55.7000884Z","300769280","300769280","432197632"
"2026-07-21T07:28:55.8212145Z","300773376","300773376","432197632"
"2026-07-21T07:28:55.9485335Z","300773376","300773376","432197632"
"2026-07-21T07:28:56.0687442Z","300777472","300777472","432197632"
"2026-07-21T07:28:56.1797497Z","300777472","300777472","432197632"
"2026-07-21T07:28:56.2896713Z","300785664","300785664","432197632"
"2026-07-21T07:28:56.3990000Z","300789760","300789760","432197632"
"2026-07-21T07:28:56.5084773Z","300789760","300789760","432197632"
"2026-07-21T07:28:56.6175907Z","300789760","300789760","432197632"
"2026-07-21T07:28:56.7288160Z","300789760","300789760","432197632"
"2026-07-21T07:28:56.8388819Z","300793856","300793856","432197632"
"2026-07-21T07:28:56.9649522Z","300793856","300793856","432197632"
"2026-07-21T07:28:57.0747470Z","300797952","300797952","432197632"
"2026-07-21T07:28:57.2004413Z","300797952","300797952","432197632"
"2026-07-21T07:28:57.3274750Z","300802048","300802048","432197632"
"2026-07-21T07:28:57.4515353Z","300806144","300806144","432197632"
"2026-07-21T07:28:57.5759885Z","300806144","300806144","432197632"
"2026-07-21T07:28:57.7005886Z","300818432","300818432","432197632"
"2026-07-21T07:28:57.8282675Z","300822528","300822528","432197632"
"2026-07-21T07:28:57.9519056Z","300830720","300830720","432197632"
"2026-07-21T07:28:58.0769564Z","300830720","300830720","432197632"
"2026-07-21T07:28:58.2025716Z","300834816","300834816","432197632"
"2026-07-21T07:28:58.3288694Z","300834816","300834816","432197632"
"2026-07-21T07:28:58.4391983Z","300838912","300838912","432197632"
"2026-07-21T07:28:58.5494446Z","300847104","300847104","432197632"
"2026-07-21T07:28:58.6589254Z","300847104","300847104","432197632"
"2026-07-21T07:28:58.7685731Z","300896256","300896256","432332800"
"2026-07-21T07:28:58.8777135Z","301236224","301236224","432803840"
"2026-07-21T07:28:58.9883256Z","301248512","301248512","432803840"
"2026-07-21T07:28:59.0988955Z","301248512","301248512","432803840"
"2026-07-21T07:28:59.2104710Z","301248512","301248512","432803840"
"2026-07-21T07:28:59.3220701Z","301260800","301260800","432803840"
"2026-07-21T07:28:59.4319703Z","301260800","301260800","432803840"
"2026-07-21T07:28:59.5410906Z","301260800","301260800","432803840"
"2026-07-21T07:28:59.6497511Z","301260800","301260800","432803840"
"2026-07-21T07:28:59.7593629Z","301281280","301281280","432803840"
"2026-07-21T07:28:59.8670122Z","302317568","304754688","433770496"
